ALUNO,NOME_ALUNO,TURMA_PREF,SERIE,SIT,ALUNO_EMAIL,LEGAL_EMAIL
50240686,Dr. Davi Lucca Almeida,EConPub-2PMA,2,Pre-Mat,silvaalexandre@alves.com,pedro-lucasda-cunha@uol.com.br
50240444,Maria Alice Nogueira,EConPub-2PMB,2,Pre-Mat,bnunes@ig.com.br,ana-laurada-conceicao@campos.org
50240458,Felipe da Cruz,EConInf-2PMC,2,Pre-Mat,isabellarocha@pereira.br,novaesaugusto@bol.com.br
50231028,Ana Vitória Gonçalves,EConInf-3PMB,3,Pre-Mat,isadora96@uol.com.br,hduarte@sales.br
50240907,Pedro Miguel da Cunha,EConInf-2PMA,2,Pre-Mat,melojuliana@da.org,rlima@fogaca.org
50240583,Luigi Cunha,EConInf-2PMB,2,Pre-Mat,tda-rosa@hotmail.com,freitaslucas@gmail.com
50230030,Luiz Gustavo da Cruz,EConInf-3PMA,3,Pre-Mat,moreirabeatriz@hotmail.com,smelo@hotmail.com
50250086,Gabrielly Rodrigues,EConInf-1PMA,1,Pre-Mat,souzanatalia@cardoso.br,eda-mata@gmail.com
50250053,Igor Martins,EConInf-1PMD,1,Pre-Mat,meloana-luiza@yahoo.com.br,martinsana-sophia@yahoo.com.br
50230455,Leonardo Porto,EConInf-3PMC,3,Pre-Mat,silvaluiz-miguel@yahoo.com.br,giovannafreitas@uol.com.br
50230264,Vitor Carvalho,EConInf-3PMC,3,Pre-Mat,agatha80@silva.com,maria-juliapeixoto@martins.org
50250743,Dra. Laura Gonçalves,EConInf-1PMB,1,Pre-Mat,ana-carolinada-luz@hotmail.com,da-cruznatalia@bol.com.br
50250088,Alana da Mata,EConInf-1PMD,1,Pre-Mat,kaiquecosta@ig.com.br,andre96@das.net
50251012,Isabella Correia,EConAdm-1PMB,1,Reserva,maria-fernandaazevedo@martins.br,kgoncalves@ig.com.br
50230197,Nicolas Cardoso,EConAdm-3PMA,3,Pre-Mat,alvesmarina@cardoso.net,ana-beatrizpereira@farias.br
50240920,Alexandre Oliveira,EConAdm-2PMA,2,Pre-Mat,lorena22@hotmail.com,xsilva@santos.org
50250834,Helena Freitas,EConAdm-1PMB,1,Pre-Mat,ana-vitoria11@bol.com.br,maria-alice42@hotmail.com
50250798,Yago Araújo,EConAdm-1PMB,1,Pre-Mat,mirellacavalcanti@hotmail.com,pedro-henrique57@nunes.net
50250327,Rafael Araújo,EConAdm-1PMA,1,Pre-Mat,maria-sophia51@porto.com,salescaroline@rodrigues.org
50230403,Murilo da Conceição,EConAdm-3PMA,3,Pre-Mat,bnascimento@santos.com,ferreirabernardo@teixeira.com
50240660,Noah Freitas,EConAdm-2PMA,2,Pre-Mat,renan49@ig.com.br,kvieira@hotmail.com
50240989,Anthony Mendes,EConAdm-2PMB,2,Reserva,galves@vieira.com,ysantos@ferreira.br
50250447,Luiz Felipe Moraes,EConAdm-1PMA,1,Pre-Mat,natalia37@da.com,cardosogustavo-henrique@uol.com.br
50250468,Maitê Barros,EConAdm-1PMB,1,Pre-Mat,das-nevesluigi@barbosa.net,joao-guilherme91@gmail.com
50240872,Ana Lopes,EConAdm-2PMB,2,Pre-Mat,enzo-gabrielferreira@dias.com,emanuelmendes@sales.net
50240377,Danilo Jesus,EConAdm-2PMA,2,Pre-Mat,ymoura@hotmail.com,vicente77@castro.br
50240318,Nathan Silva,EConAdm-2PMA,2,Pre-Mat,luiz-felipelopes@gmail.com,xviana@pires.com
50250315,Alana Castro,EConEletr-1PMA,1,Pre-Mat,luigimonteiro@moreira.com,emillypeixoto@uol.com.br
50250669,Ana Júlia Costa,EConEletr-1PMA,1,Pre-Mat,pedro-lucas63@almeida.net,julia41@fernandes.br
50250491,Bárbara Cardoso,EConEletr-1PMA,1,Pre-Mat,isadorarocha@da.com,ana75@santos.org
50230210,Srta. Clarice Lima,EConInf-3PMD,3,Pre-Mat,natalia28@bol.com.br,carolina42@ig.com.br
50230745,João Lucas Fogaça,EConInf-3PMD,3,Pre-Mat,diegofarias@duarte.br,gmendes@ig.com.br
50250418,Arthur Nascimento,EConInf-1PMD,1,Pre-Mat,qdias@rodrigues.br,alvescarolina@yahoo.com.br
50240825,João Lucas Ribeiro,EConInf-2PMC,2,Pre-Mat,mcardoso@souza.com,benicio25@ig.com.br
50240169,Lorenzo Ramos,EConInf-2PMA,2,Pre-Mat,rezendejoaquim@ribeiro.com,erick14@cavalcanti.br
50240440,Luiza Cardoso,EConInf-2PMA,2,Pre-Mat,rafaelpereira@uol.com.br,ccosta@yahoo.com.br
50230941,Stella Duarte,EConInf-3PMD,3,Pre-Mat,tnunes@nogueira.com,alanaferreira@gmail.com
50250257,Isabel Pereira,EConInf-1PMA,1,Pre-Mat,fteixeira@yahoo.com.br,milena28@mendes.br
50230351,Luiz Fernando Almeida,EConInf-3PMA,3,Pre-Mat,noah60@lima.net,vitor46@bol.com.br
50230230,Dr. Danilo Caldeira,EConInf-3PMC,3,Pre-Mat,hjesus@da.br,pedro-miguel94@melo.com
50240115,Bernardo da Paz,EConInf-2PMB,2,Pre-Mat,yasmin70@martins.br,vitoriada-rocha@cavalcanti.br
50250702,Srta. Gabriela Moraes,EConInf-1PMB,1,Pre-Mat,vda-rocha@uol.com.br,pintomaria-clara@barros.br
50250140,Ana Lívia Ramos,EConInf-1PMA,1,Pre-Mat,qnovaes@moreira.org,juliana86@vieira.org
50250310,Cauê da Conceição,EConInf-1PMC,1,Pre-Mat,peixotomaria-luiza@cardoso.com,araujodavi-luiz@alves.com
50240136,Heitor Ribeiro,EConInf-2PMA,2,Pre-Mat,emanuelly36@uol.com.br,isabella63@melo.com
50240753,João Vitor Pires,EConAdm-2PMB,2,Reserva,sofiacostela@bol.com.br,vitoriasantos@ig.com.br
50230356,Ana Beatriz Caldeira,EConAdm-3PMA,3,Pre-Mat,alicesales@ribeiro.br,leticia76@ferreira.org
50250204,Sophie Lima,EConAdm-1PMA,1,Pre-Mat,maria-fernandapinto@bol.com.br,aliciacostela@monteiro.org
50250832,Yasmin Nogueira,EConAdm-1PMA,1,Pre-Mat,beniciogomes@gmail.com,eteixeira@bol.com.br
50250300,Otávio Gomes,EConAdm-1PMA,1,Pre-Mat,noah59@duarte.com,kda-mota@moreira.com
50250544,Erick Teixeira,EConAdm-1PMB,1,Pre-Mat,ana-sophianunes@novaes.br,agoncalves@hotmail.com
50250505,Ana Júlia Sales,EConAdm-1PMA,1,Pre-Mat,emanuellaferreira@ig.com.br,joao-miguelcarvalho@uol.com.br
50240694,Maria Clara Rocha,EConInf-2PMD,2,Pre-Mat,mirellacavalcanti@porto.com,igomes@hotmail.com
50230918,Maria Eduarda Teixeira,EConInf-3PMD,3,Pre-Mat,iaragao@nascimento.org,rodriguesmaria-alice@da.net
50250710,Thales Souza,EConInf-1PMD,1,Pre-Mat,nicolasda-cunha@ig.com.br,mariasilva@bol.com.br
50240397,Vinicius Carvalho,EConInf-2PMD,2,Reserva,mnunes@cardoso.com,da-pazeduardo@ig.com.br
50240754,Julia Cardoso,EConAdm-2PMB,2,Reserva,maria-eduardada-mota@yahoo.com.br,lucasda-rocha@cunha.br
50250181,Isabel Porto,EConAdm-1PMB,1,Pre-Mat,qsilva@pires.br,moreiraana@almeida.br
50230261,Vitor Gabriel Costa,EConAdm-3PMA,3,Pre-Mat,gustavo-henriquenascimento@melo.org,franciscomonteiro@ferreira.br
50250385,Luana da Mata,EConAdm-1PMB,1,Pre-Mat,da-luzcaua@yahoo.com.br,limajuliana@ig.com.br
50230929,Mariane Silva,EConEletr-3PMA,3,Pre-Mat,qbarros@bol.com.br,bgomes@peixoto.net
50240817,Antônio Nunes,EConEletr-2PMA,2,Pre-Mat,vda-paz@uol.com.br,davi-luiz67@cardoso.br
50240693,Dr. Francisco Santos,EConEletr-2PMA,2,Reserva,yurioliveira@caldeira.net,hnascimento@uol.com.br
50240390,Bernardo Costa,EConEletr-2PMA,2,Pre-Mat,hfarias@rezende.com,joao-guilhermefarias@vieira.com
50230215,Stephany Nunes,EConInf-3PMD,3,Pre-Mat,tcunha@da.com,emoraes@bol.com.br
50230303,Maria Clara Nogueira,EConInf-3PMB,3,Pre-Mat,luizada-mata@aragao.com,qdias@uol.com.br
50240332,Vitor Gabriel Monteiro,EConInf-2PMD,2,Pre-Mat,mendeskamilly@ig.com.br,manuelasantos@yahoo.com.br
50250248,Daniela da Mota,EConAdm-1PMB,1,Pre-Mat,luiz-felipesilveira@cavalcanti.br,moraescaue@duarte.br
50230906,Maria das Neves,EConAdm-3PMA,3,Pre-Mat,nogueiramaite@yahoo.com.br,marcela90@hotmail.com
50250190,Ana Clara Cavalcanti,EConAdm-1PMA,1,Pre-Mat,ana-luizadas-neves@bol.com.br,da-costanathan@yahoo.com.br
50250270,Luiz Otávio da Conceição,EConAdm-1PMA,1,Pre-Mat,ribeirojuliana@uol.com.br,isadorada-rocha@hotmail.com
50250218,Renan Pereira,EConAdm-1PMB,1,Pre-Mat,kporto@martins.com,da-rochamariane@yahoo.com.br
50230579,Davi Lucas Novaes,EConEletr-3PMA,3,Pre-Mat,aragaoguilherme@nogueira.br,iramos@moreira.br
50241000,Calebe Rezende,EConEletr-2PMA,2,Pre-Mat,rebeca29@hotmail.com,nogueiramatheus@bol.com.br
50230512,Sra. Camila Vieira,EConEletr-3PMA,3,Pre-Mat,cavalcantidanilo@uol.com.br,rafaela83@bol.com.br
50240387,Lívia Peixoto,EConEletr-2PMA,2,Pre-Mat,diasjoao-felipe@silva.br,da-conceicaofelipe@barros.br
50230352,Srta. Letícia das Neves,EConAdm-3PMA,3,Pre-Mat,luiz-otavio65@yahoo.com.br,larissamendes@yahoo.com.br
50240736,Laís Lopes,EConAdm-2PMB,2,Pre-Mat,sarahsilva@das.br,dda-rosa@ig.com.br
50230687,Pedro Silveira,EConEletr-3PMA,3,Pre-Mat,silvaerick@nascimento.com,znunes@bol.com.br
50230875,Erick da Paz,EConEletr-3PMA,3,Pre-Mat,da-cruzana-julia@uol.com.br,vcorreia@hotmail.com
50230206,Davi Luiz Fogaça,EConInf-3PMC,3,Pre-Mat,camilajesus@gmail.com,nataliaramos@yahoo.com.br
50230323,Rodrigo Cardoso,EConInf-3PMB,3,Pre-Mat,ramosrodrigo@hotmail.com,rodriguesmarcela@bol.com.br
50230582,Vicente Azevedo,EConInf-3PMB,3,Pre-Mat,eloah44@lopes.br,lorena62@bol.com.br
50230290,Isis da Paz,EConInf-3PMB,3,Pre-Mat,das-nevespedro@cardoso.org,lduarte@cardoso.com
50250271,Marcela Oliveira,EConInf-1PMD,1,Pre-Mat,luanaporto@da.net,murilosales@uol.com.br
50230544,Raquel Monteiro,EConInf-3PMD,3,Pre-Mat,jesusgabriela@ribeiro.org,monteiroisaac@gmail.com
50230603,Vicente Fernandes,EConInf-3PMB,3,Pre-Mat,correiarodrigo@yahoo.com.br,clara66@nogueira.com
50240245,Gabrielly Araújo,EConInf-2PMC,2,Pre-Mat,sabrinada-mota@castro.com,bmelo@goncalves.br
50230686,Ana Clara Aragão,EConInf-3PMB,3,Reserva,ryanbarbosa@oliveira.com,davi12@nascimento.br
50250745,Gabriela da Luz,EConInf-1PMB,1,Pre-Mat,uda-cruz@hotmail.com,igorgoncalves@bol.com.br
50250425,João Guilherme Aragão,EConInf-1PMC,1,Pre-Mat,sophiaaraujo@ig.com.br,isabella98@costa.net
50250827,Evelyn da Rosa,EConInf-1PMD,1,Pre-Mat,alana45@rezende.net,nogueiralarissa@caldeira.org
50250445,Vitória Duarte,EConInf-1PMB,1,Pre-Mat,lucas87@uol.com.br,fariasyasmin@martins.br
50230359,Augusto Gomes,EConPub-3PMA,3,Pre-Mat,ninarocha@uol.com.br,julia16@duarte.br
50240556,Ana Duarte,EConPub-2PMA,2,Pre-Mat,kevincastro@ig.com.br,ejesus@rocha.com
50240331,Bianca Martins,EConPub-2PMA,2,Pre-Mat,ryan11@ig.com.br,eduarda74@cunha.net
50240744,Gustavo Rocha,EConInf-2PMD,2,Pre-Mat,diego75@ribeiro.br,nathanlopes@ig.com.br
50240363,Amanda Barros,EConInf-2PMD,2,Pre-Mat,bsouza@ig.com.br,xcardoso@ribeiro.com
50240402,Miguel Ribeiro,EConInf-2PMD,2,Pre-Mat,cardosohelena@hotmail.com,oliviapereira@bol.com.br
50230860,Isabel Moraes,EConInf-3PMC,3,Reserva,maria-eduarda26@ig.com.br,emanuellycardoso@uol.com.br
50250396,Vicente Porto,EConInf-1PMC,1,Pre-Mat,costelaisaac@teixeira.br,kamilly43@vieira.br
50250267,Heloísa da Conceição,EConInf-1PMC,1,Pre-Mat,lara23@da.com,bnogueira@gmail.com
50250675,Marcela Carvalho,EConInf-1PMC,1,Pre-Mat,ecardoso@freitas.com,cecilia24@farias.com
50250774,Gustavo Campos,EConInf-1PMD,1,Pre-Mat,lucasmoreira@ig.com.br,valentinaalves@ramos.br
50240386,Lara Jesus,EConInf-2PMC,2,Pre-Mat,samuelcardoso@moraes.com,joao-felipe27@martins.org
50240148,Sr. Noah Farias,EConInf-2PMD,2,Pre-Mat,vieirabreno@moreira.net,biancajesus@gmail.com
50250154,Esther Ferreira,EConInf-1PMA,1,Pre-Mat,maria-clara81@yahoo.com.br,valentina09@ig.com.br
50230084,Ana Vitória Costa,EConInf-3PMA,3,Pre-Mat,ana-vitoriafarias@nogueira.com,marianacampos@yahoo.com.br
50240555,Luigi Jesus,EConInf-2PMA,2,Pre-Mat,sofiacosta@ramos.br,da-pazlorena@ig.com.br
50250976,Calebe da Costa,EConInf-1PMD,1,Pre-Mat,luiz-felipe89@yahoo.com.br,vicente07@teixeira.br
50250799,Luiz Felipe Lima,EConInf-1PMB,1,Pre-Mat,fogacaeduarda@uol.com.br,arthurporto@ig.com.br
50250240,Luana Moreira,EConInf-1PMD,1,Pre-Mat,silveiraana-julia@ig.com.br,catarinadas-neves@ig.com.br
50250009,Dra. Bianca Azevedo,EConInf-1PMC,1,Pre-Mat,pcardoso@silveira.br,aoliveira@hotmail.com
50250751,Olivia Pereira,EConPub-1PMA,1,Pre-Mat,marcelacosta@ig.com.br,bruna95@hotmail.com
50240999,Vitória Nogueira,EConPub-2PMB,2,Pre-Mat,unogueira@cavalcanti.com,davi91@costa.com
50230272,Leandro Monteiro,EConQui-3PMA,3,Pre-Mat,framos@farias.com,joao-lucas51@pinto.com
50230521,Nina Lopes,EConQui-3PMA,3,Pre-Mat,nogueiramurilo@hotmail.com,tcosta@vieira.com
50240723,Renan Azevedo,EConQui-2PMA,2,Pre-Mat,thiagofernandes@nascimento.com,gustavo03@carvalho.com
50240762,Sophie Castro,EConQui-2PMA,2,Pre-Mat,da-conceicaoarthur@ig.com.br,ncorreia@das.net
50250970,Maria Vitória Martins,EConQui-1PMA,1,Pre-Mat,fariasenrico@da.br,vitoria23@sales.br
50231009,Eloah Mendes,EConACli-3PMA,3,Pre-Mat,joao-felipe85@da.br,bryan76@peixoto.com
50230564,Bruno da Cunha,EConACli-3PMB,3,Pre-Mat,gporto@da.br,joao-guilhermenunes@hotmail.com
50230499,Breno Barbosa,EConACli-3PMB,3,Pre-Mat,nicolas36@martins.br,camilacampos@bol.com.br
50230712,Kevin Barros,EConACli-3PMA,3,Pre-Mat,milenateixeira@monteiro.com,pmelo@bol.com.br
50230649,Marcos Vinicius da Mata,EConACli-3PMA,3,Pre-Mat,helenamoreira@lopes.com,ana-juliaferreira@ig.com.br
50230143,Isabelly Vieira,EConACli-3PMB,3,Pre-Mat,pietramoreira@gmail.com,yasmin36@porto.br
50240961,Daniela Cardoso,EConACli-2PMA,2,Reserva,lcaldeira@das.com,vitor-gabriel72@lopes.net
50240666,Dra. Bárbara Fernandes,EConACli-2PMA,2,Pre-Mat,aragaoraul@azevedo.com,nunespedro-miguel@azevedo.org
50250554,Dra. Carolina Teixeira,EConInf-1PMB,1,Pre-Mat,samuel21@da.org,hda-mata@bol.com.br
50250245,Carolina Moraes,EConInf-1PMD,1,Pre-Mat,lorenzo12@ig.com.br,slopes@hotmail.com
50230571,Luiz Felipe Moraes,EConPub-3PMA,3,Pre-Mat,lucas14@ig.com.br,livia29@gmail.com
50250816,Yuri Fogaça,EConPub-1PMA,1,Pre-Mat,wmoura@silva.org,lcunha@nogueira.com
50230796,Sofia Ribeiro,EConQui-3PMA,3,Pre-Mat,lgoncalves@novaes.com,emanuelly05@dias.net
50230176,Dra. Maria Cardoso,EConQui-3PMA,3,Pre-Mat,maria-eduarda60@rodrigues.br,qmoreira@santos.br
50250736,Isabelly Peixoto,EConQui-1PMA,1,Pre-Mat,maria-luizaramos@duarte.br,caldeirapietra@uol.com.br
50240422,Carlos Eduardo Rocha,EConQui-2PMA,2,Pre-Mat,daniel53@hotmail.com,psilveira@ig.com.br
50250695,Leonardo Peixoto,EConQui-1PMA,1,Pre-Mat,luna72@hotmail.com,nazevedo@ig.com.br
50250329,Luiz Fernando Lopes,EConQui-1PMA,1,Pre-Mat,ian26@gmail.com,ferreirabryan@gmail.com
50250055,Giovanna Campos,EConInf-1PMD,1,Pre-Mat,goncalvesryan@fogaca.com,vinicius11@pinto.br
50250023,Stephany Duarte,EConInf-1PMA,1,Pre-Mat,mbarros@da.br,marcela04@bol.com.br
50240537,Carlos Eduardo Rodrigues,EConInf-2PMC,2,Pre-Mat,ycarvalho@rocha.com,ksales@yahoo.com.br
50250451,Sr. Igor Monteiro,EConInf-1PMB,1,Pre-Mat,lara97@rodrigues.br,yalves@farias.br
50250409,Augusto da Rosa,EConInf-1PMC,1,Pre-Mat,lorena69@bol.com.br,da-motaagatha@uol.com.br
50240110,Marina Martins,EConPub-2PMA,2,Pre-Mat,duartekevin@da.br,dfarias@bol.com.br
50240884,Kamilly Cardoso,EConPub-2PMA,2,Pre-Mat,gabrielcastro@ig.com.br,brunaazevedo@da.org
50250506,João Lucas Silveira,EConPub-1PMA,1,Pre-Mat,ryanpires@costa.br,helena87@yahoo.com.br
50250730,Dra. Brenda Porto,EConPub-1PMA,1,Pre-Mat,fernandesmarina@vieira.br,diego48@gmail.com
50250161,Gustavo Moura,EConPub-1PMA,1,Pre-Mat,emoreira@da.net,eduardacarvalho@gmail.com
50250178,Marina da Costa,EConPub-1PMA,1,Reserva,piresalicia@ig.com.br,luna39@uol.com.br
50240462,Julia Farias,EConQui-2PMA,2,Pre-Mat,salesjoao-gabriel@gmail.com,luiz-otavio51@hotmail.com
50240291,Sr. Paulo Castro,EConQui-2PMA,2,Pre-Mat,otavio56@bol.com.br,gabriel41@almeida.br
50240716,Luiz Felipe Costela,EConQui-2PMA,2,Pre-Mat,augusto83@rocha.com,mourathiago@moreira.org
50230590,Thomas Gonçalves,EConACli-3PMB,3,Pre-Mat,nicolepereira@gmail.com,cpinto@da.com
50250796,Lucas Lopes,EConACli-1PMC,1,Pre-Mat,camila19@carvalho.org,salessofia@pinto.com
50250453,Sra. Manuela da Mata,EConACli-1PMC,1,Pre-Mat,isabel38@uol.com.br,ada-luz@bol.com.br
50230095,Natália da Cunha,EConACli-3PMA,3,Pre-Mat,nathan35@cardoso.net,xda-conceicao@ig.com.br
50240775,Luna Nunes,EConACli-2PMB,2,Pre-Mat,gomesdavi@da.br,brenda37@hotmail.com
50230349,Evelyn Aragão,EConACli-3PMB,3,Pre-Mat,efarias@castro.com,alicia69@uol.com.br
50241016,João Guilherme Viana,EConACli-2PMA,2,Pre-Mat,camilacampos@uol.com.br,da-luzlucas-gabriel@gmail.com
50240361,Felipe da Mata,EConACli-2PMB,2,Reserva,stella12@sales.org,mourajoaquim@fernandes.com
50250286,Pedro Henrique Nunes,EConACli-1PMB,1,Pre-Mat,sophiasilveira@gmail.com,ana-beatrizsilva@moura.org
50250095,Catarina da Luz,EConACli-1PMA,1,Pre-Mat,ana-juliamoreira@yahoo.com.br,xcostela@gmail.com
50241009,Beatriz Carvalho,EConACli-2PMA,2,Pre-Mat,sdias@bol.com.br,wda-conceicao@bol.com.br
50250599,Emanuelly Pinto,EConACli-1PMB,1,Pre-Mat,nogueiraelisa@gmail.com,da-matathales@yahoo.com.br
50250641,Isabel Cavalcanti,EConACli-1PMC,1,Pre-Mat,kaiquecastro@bol.com.br,rteixeira@teixeira.org
50250325,Sr. Paulo Moreira,EConACli-1PMC,1,Pre-Mat,monteiromatheus@hotmail.com,danieloliveira@gmail.com
50250913,Dra. Isadora Campos,EConACli-1PMB,1,Pre-Mat,da-cunhasabrina@silva.br,jcosta@ig.com.br
50230322,Nina Lopes,EConPub-3PMA,3,Pre-Mat,giovanna07@gmail.com,silveiramaria@pires.com
50230228,Rafaela Teixeira,EConPub-3PMA,3,Pre-Mat,nunescatarina@campos.br,jfernandes@cardoso.net
50240208,Noah Moraes,EConQui-2PMA,2,Pre-Mat,leandro17@bol.com.br,kdias@goncalves.br
50230120,Carlos Eduardo da Cruz,EConQui-3PMA,3,Pre-Mat,viniciusmoraes@ig.com.br,snascimento@freitas.br
50230202,João Gabriel Lima,EConQui-3PMA,3,Pre-Mat,acampos@uol.com.br,pedro-miguel35@novaes.com
50230463,Maria Clara Silveira,EConQui-3PMA,3,Pre-Mat,nunescecilia@yahoo.com.br,tsales@hotmail.com
50230968,Rafaela Martins,EConACli-3PMB,3,Pre-Mat,castrocarolina@hotmail.com,brenda05@yahoo.com.br
50240182,Laís Mendes,EConACli-2PMA,2,Pre-Mat,eduardo13@oliveira.br,jviana@uol.com.br
50230392,Yago Farias,EConACli-3PMB,3,Pre-Mat,enzo88@uol.com.br,ccardoso@barros.br
50250197,Dra. Ana Luiza Vieira,EConACli-1PMA,1,Pre-Mat,arthur41@bol.com.br,luiz-felipe53@bol.com.br
50240605,Pedro Miguel Cardoso,EConACli-2PMB,2,Pre-Mat,pedro-henriqueferreira@bol.com.br,mouramarcela@ig.com.br
50250907,Gabriela Gonçalves,EConACli-1PMB,1,Pre-Mat,vitoriapires@porto.net,ucaldeira@da.com
50250581,Gabriel Santos,EConACli-1PMC,1,Pre-Mat,lucasmoreira@uol.com.br,ana-carolina46@bol.com.br
50250542,João Miguel Rodrigues,EConACli-1PMA,1,Pre-Mat,lcunha@uol.com.br,oteixeira@martins.com
50250712,Vitor Pereira,EConACli-1PMC,1,Pre-Mat,jmendes@moura.br,da-luzmariane@bol.com.br
50250458,Sr. Arthur Aragão,EConACli-1PMB,1,Pre-Mat,pfarias@ig.com.br,igorfreitas@hotmail.com
50250337,Maria Vitória da Cunha,EConACli-1PMB,1,Pre-Mat,caua28@bol.com.br,daniela77@hotmail.com
50250194,Alícia Monteiro,EConInf-1PMA,1,Pre-Mat,jda-conceicao@jesus.net,cpinto@gomes.br
50240273,Helena Nogueira,EConPub-2PMB,2,Pre-Mat,ecosta@ramos.net,silveirabenicio@nunes.com
50240098,Esther Duarte,EConPub-2PMA,2,Pre-Mat,marcelomonteiro@uol.com.br,maria-alicepires@santos.br
50240851,Cauê Teixeira,EConPub-2PMB,2,Pre-Mat,nina49@nunes.org,benicio62@cavalcanti.org
50250737,Isadora Campos,EConPub-1PMA,1,Pre-Mat,barrospietro@hotmail.com,milenarezende@gmail.com
50230029,Thomas Monteiro,EConPub-3PMA,3,Pre-Mat,nathan83@hotmail.com,sarah34@da.com
50240982,Alexia Alves,EConQui-2PMA,2,Pre-Mat,bianca93@hotmail.com,joao-lucascardoso@duarte.org
50250892,Dra. Mirella Melo,EConQui-1PMA,1,Pre-Mat,felipe29@yahoo.com.br,bmoura@ig.com.br
50240454,Rafael Costela,EConQui-2PMA,2,Pre-Mat,da-luzmaysa@moura.br,da-cunhaemanuella@ig.com.br
50251005,Rodrigo Rocha,EConACli-1PMC,1,Reserva,pfernandes@da.br,isispires@hotmail.com
50230181,Clara Oliveira,EConACli-3PMA,3,Pre-Mat,kmonteiro@castro.com,luiz-felipecaldeira@hotmail.com
50230388,Danilo da Cruz,EConACli-3PMA,3,Pre-Mat,rteixeira@ferreira.br,pedro-miguel83@da.br
50230856,João Guilherme Viana,EConACli-3PMB,3,Reserva,daniel16@yahoo.com.br,enzo-gabriel89@uol.com.br
50230719,Ana Júlia Pereira,EConACli-3PMB,3,Pre-Mat,larissamoura@ig.com.br,davi-luizrocha@costela.net
50250703,Maria Sophia Moreira,EConACli-1PMB,1,Pre-Mat,salessophie@monteiro.org,jda-conceicao@da.com
50240160,Bruna Campos,EConACli-2PMB,2,Pre-Mat,joaquimda-cunha@yahoo.com.br,augustoribeiro@aragao.br
50240243,Dra. Eduarda Vieira,EConACli-2PMA,2,Pre-Mat,luana67@carvalho.com,lorenzo49@gmail.com
50240374,Fernanda Rodrigues,EConACli-2PMA,2,Pre-Mat,pedro-lucas63@gmail.com,evieira@uol.com.br
50250640,Yasmin Araújo,EConACli-1PMC,1,Pre-Mat,lara92@hotmail.com,bsouza@ribeiro.br
50250128,Benjamin Nogueira,EConACli-1PMC,1,Pre-Mat,nina88@uol.com.br,kevinsantos@pereira.br
50250336,Sabrina Nogueira,EConACli-1PMC,1,Pre-Mat,da-costamarcos-vinicius@caldeira.net,igor97@yahoo.com.br
50240520,Rafael Fernandes,EConACli-2PMB,2,Pre-Mat,laismartins@bol.com.br,ana-luiza89@das.net
50230703,Nicole Rodrigues,EConInf-3PMD,3,Pre-Mat,bruna23@souza.com,nicolaspeixoto@da.br
50250287,Sra. Emilly Moreira,EConInf-1PMB,1,Pre-Mat,kcorreia@uol.com.br,ana-sophiapereira@mendes.br
50230962,Olivia Melo,EConInf-3PMD,3,Pre-Mat,gabriela44@da.com,qporto@bol.com.br
50240460,Catarina Gomes,EConInf-2PMC,2,Reserva,enzo-gabrielporto@yahoo.com.br,antonio82@ig.com.br
50250069,Alana Silva,EConInf-1PMC,1,Pre-Mat,teixeiralara@da.br,brenogomes@bol.com.br
50250025,Ian das Neves,EConInf-1PMD,1,Pre-Mat,liviateixeira@hotmail.com,tda-paz@yahoo.com.br
50240117,Otávio Teixeira,EConInf-2PMA,2,Pre-Mat,calebe83@teixeira.com,sabrina24@da.br
50240527,Vitória Duarte,EConInf-2PMC,2,Pre-Mat,thalesrodrigues@viana.br,nathanda-paz@yahoo.com.br
50230642,Bryan Lima,EConInf-3PMC,3,Pre-Mat,ana-luizada-costa@gmail.com,kamillygomes@da.br
50250117,Cauê Oliveira,EConInf-1PMD,1,Pre-Mat,mpires@farias.net,monteiroraul@yahoo.com.br
50230622,Sr. Luiz Gustavo Martins,EConPub-3PMA,3,Pre-Mat,ldas-neves@ig.com.br,enovaes@viana.org
50250893,Mariane das Neves,EConEletr-1PMA,1,Pre-Mat,novaescaue@ig.com.br,luiz-miguel65@barbosa.com
50250617,Dra. Clarice Caldeira,EConInf-1PMB,1,Pre-Mat,vbarbosa@castro.br,maria-sophianunes@ig.com.br
50230984,Sra. Caroline Barros,EConInf-3PMA,3,Pre-Mat,marianovaes@da.net,henrique24@bol.com.br
50240612,Gabriela da Costa,EConInf-2PMA,2,Pre-Mat,mirellapeixoto@bol.com.br,portovalentina@da.com
50250558,Calebe Aragão,EConInf-1PMD,1,Pre-Mat,zmonteiro@dias.br,laviniaviana@nogueira.net
50250007,Benjamin Cardoso,EConInf-1PMB,1,Pre-Mat,csilveira@da.br,goncalvesluiz-felipe@yahoo.com.br
50231001,Srta. Nicole da Costa,EConInf-3PMA,3,Pre-Mat,julianapinto@pinto.br,antonio96@jesus.org
50250129,João Vitor Oliveira,EConInf-1PMA,1,Pre-Mat,maria-clarada-rocha@yahoo.com.br,alanaazevedo@gmail.com
50250188,Dra. Fernanda Pereira,EConInf-1PMC,1,Pre-Mat,yuri18@ribeiro.br,ana-luiza41@moura.br
50250171,Sophie das Neves,EConInf-1PMA,1,Pre-Mat,joao-miguelda-rosa@ig.com.br,davi-luccaporto@cardoso.br
50230830,Dra. Rebeca Costela,EConPub-3PMA,3,Pre-Mat,fernandesnoah@porto.org,castrolivia@ig.com.br
